vendor,category_level_1,category_level_2,category_level_3,highest_category,product,price in $,shipping_from,shipping_to,url,price
CalzzUK,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,0.5g High Purity Fishscale Columbian Cocaine,55.71,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/05g-high-purity-fishscale-columbian-cocaine,56.0
mugziggy,Drugs and Chemicals,Opiates,Oxycodone,Oxycodone,50x Sandoz Oxycodone pill 80mg,450.00,United States,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/50x-sandoz-oxycodone-pill-80mg,450.0
NarcoticsWorldwide,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,5 Grams // Critical Hash \\,71.60,Germany,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5-grams-critical-hash,72.0
PremierLeague,Drugs and Chemicals,Benzos,,Benzos,125 TAB Xanax (alprazolam) 2mg PHARM zzzz,118.17,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/125-tab-xanax-alprazolam-2mg-pharm-zzzz,118.0
dxmusa,Drugs and Chemicals,Dissociatives,,Dissociatives,Ephenidine 0.5 G USA to USA 99.98+% Pure,44.99,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/ephenidine-05-g-usa-to-usa-9998-pure,45.0
TonysDrugsStore,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,Amnesia Haze 7 grams,83.41,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/amnesia-haze-7-grams,83.0
PitStopUK,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,14g Wedding Cake REAL CALI IMPORT - UK,389.26,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/14g-wedding-cake-real-cali-import-uk,389.0
PremierLeague,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,14 grams INDIAN POLLEN Hash 5/10 Quality,41.71,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/14-grams-indian-pollen-hash-510-quality,42.0
RoleXx17,Drugs and Chemicals,Opiates,Heroin,Heroin,5 GR ★  Iranian Heroin ★ 70%★ FREE Shipping ★,71.60,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5-gr-iranian-heroin-70-free-shipping-4,72.0
MaxundMoritz,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,Premium Quality Cocain 1g,71.60,Germany,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/premium-quality-cocain-1g,72.0
ActiveJ,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,★ 0.5G COLOMBIAN COKE ★ | FREE UK-UK NEXT D,48.66,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/05g-colombian-coke-free-uk-uk-next-d,49.0
dankman,Drugs and Chemicals,Cannabis & Hash,Synthetic,Synthetic,(( 7g RICK SIMPSON OIL )) 10/10 £65 INTRO OFFER,90.36,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/7g-rick-simpson-oil-1010-65-intro-offer,90.0
Venture,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,15gr (Sugar Balls) Ketamine (S) variant,214.79,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/15gr-sugar-balls-ketamine-s-variant,215.0
RoleXx17,Drugs and Chemicals,Ecstasy,MDMA,MDMA,★ 2 GR ★  mdma★  ★  champagne ★,30.00,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/2-gr-mdma-champagne-1,30.0
Fairfax,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,300g CBD Weed (100% LEGAL) Germany -> Worldwide,175.00,Germany,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/300g-cbd-weed-100-legal-germany-worldwide,175.0
GermanMasters,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,15GR || PURE UNCUT COCAINE FISHSCALE 92%,"1,073.97",Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/15gr-pure-uncut-cocaine-fishscale-92,1073.0
maurelius,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,28g KARA HASH 336 GBP,467.12,United Kingdom,"United Kingdom, Ireland",http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/28g-kara-hash-336-gbp,467.0
DrBlow,Drugs and Chemicals,Psychedelics,LSD,LSD,TOP QUALITY 25X LSD 120ug,160.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/top-quality-25x-lsd-120ug,160.0
uk1day,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,3.5G CALI GRADE GOLDEN LEMON UK1DAY,54.22,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/35g-cali-grade-golden-lemon-uk1day,54.0
DutchGlory,Drugs and Chemicals,Ecstasy,MDMA,MDMA,★ 5GR ★  mdma★  ★  champagne ★    92% ★  Dutch  ★,95.46,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5gr-mdma-champagne-92-dutch,95.0
ScotchAndCoca,Drugs and Chemicals,Ecstasy,MDMA,MDMA,250 gram Dutch MDMA (84%),"1,430.77",Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/250-gram-dutch-mdma-84,1430.0
GermanPost,Drugs and Chemicals,Ecstasy,MDMA,MDMA,500G MDMA  ||  DUTCH MDMA CHAMPAGNE 84%  ||,"1,998.78",Germany,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/500g-mdma-dutch-mdma-champagne-84,1998.0
NarcoticsWorldwide,Drugs and Chemicals,Ecstasy,Pills,Pills,250 XTC // Purple Heisenberg 260MG \\,340.09,,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/250-xtc-purple-heisenberg-260mg,340.0
TheBodyShop,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,MODAFINIL (Provigil) MODVIGIL 200mg 100 tabs,46.00,India,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/modafinil-provigil-modvigil-200mg-100-tabs,46.0
kenza,Drugs and Chemicals,Steroids,,Steroids,British Dragon Decabol 200mg/1ml x 10,62.56,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/british-dragon-decabol-200mg1ml-x-10,63.0
rainbowland,Drugs and Chemicals,,,Drugs and Chemicals,1000 XTC PILLS,"1,551.29",Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1000-xtc-pills,1551.0
Pygmalion,Drugs and Chemicals,Psychedelics,Mescaline,Mescaline,25x 280mg Mescaline pills,602.62,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/25x-280mg-mescaline-pills,603.0
EUROSHOPPER,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,10g PERUVIAN COCAINE +90%,686.15,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/10g-peruvian-cocaine-90,686.0
FASTmedsUK,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,Zopiclone 7.5mg x 20 UK or EU Shipping,31.12,United Kingdom,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/zopiclone-75mg-x-20-uk-or-eu-shipping,31.0
Discover,Drugs and Chemicals,Benzos,Pills,Pills,Xanax | Alprazolam 50x (3MG) Pills [S903 BARS],155.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/xanax-alprazolam-50x-3mg-pills-s903-bars,155.0
Xanos,Drugs and Chemicals,Benzos,Pills,Pills,500 Green Hulks,508.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/500-green-hulks,508.0
CoffeeshopTM,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,4g of Top Shelf Zkittlez (AAA+++) from Coffeeshop,71.60,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/4g-of-top-shelf-zkittlez-aaa-from-coffeeshop,72.0
ezinpharma,Drugs and Chemicals,Ecstasy,MDMA,MDMA,3.5g MDMA ( EC TESTED)..88% PURE ... UK -  UK,45.00,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/35g-mdma-ec-tested88-pure-uk-uk,45.0
akgeneric,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,Ambien Belbien 10mg (zolpidem) 200 Tab,300.00,Greece,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/ambien-belbien-10mg-zolpidem-200-tab,300.0
GreenConnection,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,14g  ★ OUTDOOR ORGANIC WEED  ★ GORILLA GIRL,108.58,,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/14g-outdoor-organic-weed-gorilla-girl,109.0
rolltroycorps,Drugs and Chemicals,Ecstasy,MDMA,MDMA,xtc tenkaishi 69 295mg 5/40E,47.73,France,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/xtc-tenkaishi-69-295mg-540e,48.0
leavehonest07,Drugs and Chemicals,Psychedelics,LSD,LSD,LSD tabs Swiss Needle Point,5.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/lsd-tabs-swiss-needle-point,5.0
CannaBeagle,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,1g THCA DIAMONDS x BANANA COOKIES TERPS,55.00,United States,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1g-thca-diamonds-x-banana-cookies-terps,55.0
AmsterdamNL,Drugs and Chemicals,Ecstasy,,Ecstasy,🇩🇪 250x ★★ XTC PHILLIP PLEIN 300MG MDMA ★★,340.09,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/250x-xtc-phillip-plein-300mg-mdma,340.0
mysteryland,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,100 GRAM KETAMINE S-ISOMER HIGH QUALITY,"1,763.00",Germany,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/100-gram-ketamine-s-isomer-high-quality,1763.0
muhshrooms,Drugs and Chemicals,Psychedelics,Mushrooms,Mushrooms,20g Magic Mushrooms - Cambodian Psilocybe Cubensis,171.00,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/20g-magic-mushrooms-cambodian-psilocybe-cubensis,171.0
donalddrugs,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,5g 99% s-isomer ketamine freeship,101.43,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5g-99-s-isomer-ketamine-freeship,101.0
DrRelax,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,Orange Cookies 7 grams,82.02,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/orange-cookies-7-grams,82.0
Hasbro,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,3GR - UNCUT COCAINE - COLUMBIAN FISHSCALE,214.79,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/3gr-uncut-cocaine-columbian-fishscale,215.0
PitStopUK,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,FREE SAMPLE 0.4g Gorilla Glue AAA++ - UK,1.39,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/free-sample-04g-gorilla-glue-aaa-uk,1.0
StrainPirate,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,"2x Medicated ""Enjoyable"" Blackout Brownie",70.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/2x-medicated-enjoyable-blackout-brownie,70.0
dutchsuperior,Drugs and Chemicals,Stimulants,,Stimulants,GHB SYRUP 250ML,77.56,Netherlands,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/ghb-syrup-250ml,78.0
CanadianSmoker12,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,25 Stoner Patch Edible Gummies 350-500mg,500.00,,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/25-stoner-patch-edible-gummies-350-500mg,500.0
GermanPost,Drugs and Chemicals,Stimulants,Meth,Meth,5G CRYSTAL METH  ||  ICE SHARDS  ||  INCL DECOY,1.19,Germany,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5g-crystal-meth-ice-shards-incl-decoy,1.0
WhiteRepublic,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,2g Cocaine AAA+++,122.92,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/2g-cocaine-aaa,123.0
blackshazza69,Drugs and Chemicals,Stimulants,Meth,Meth,~2g~ CRYSTAL METH Methamphetamine Quality UNCUT,480.61,Australia,Australia,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/2g-crystal-meth-methamphetamine-quality-uncut,481.0
StrainPirate,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,1x 0.5g Stiiizy Pod,44.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1x-05g-stiiizy-pod,44.0
kenza,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,Gelenika Bensedin Diazepam valium 10mg x 15,20.85,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/gelenika-bensedin-diazepam-valium-10mg-x-15,21.0
RoyalMailer,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,1g - Golden Pineapple HQ NDD UK2UK,15.29,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1g-golden-pineapple-hq-ndd-uk2uk,15.0
SacredMedicine,Drugs and Chemicals,Psychedelics,LSD,LSD,25x 100ug California Sunshine LSD Tabs USA to USA,80.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/25x-100ug-california-sunshine-lsd-tabs-usa-to-usa,80.0
mctavish,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,1/2 Oz - High Quality Shatter - Wax - Dabs - 14g,150.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/12-oz-high-quality-shatter-wax-dabs-14g,150.0
420Quality,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,448g Gorilla Glue #4,"1,700.00",United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/448g-gorilla-glue-4,1700.0
SpacePope,Drugs and Chemicals,Opiates,Heroin,Heroin,Black Pearl Tar Uncut Heroin 3 Grams New Batch,275.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/black-pearl-tar-uncut-heroin-3-grams-new-batch,275.0
RoyalMailer,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,2g - Golden Pineapple HQ NDD UK2UK,27.80,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/2g-golden-pineapple-hq-ndd-uk2uk,28.0
lafloche,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,5 gr Amnesia Haze,59.66,Belgium,Belgium,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5-gr-amnesia-haze,60.0
TheBodyShop,Drugs and Chemicals,Weight Loss,,Weight Loss,+EUROPE RETAIL+ ADIPEX 75 Phentermine 60 tabs,114.00,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/europe-retail-adipex-75-phentermine-60-tabs,114.0
PitStopUK,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,25x Watermelon Haze 5000mg EXTREME 5ML VAPE LIQUID,903.65,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/25x-watermelon-haze-5000mg-extreme-5ml-vape-liquid,904.0
dutchdragonz,Drugs and Chemicals,Stimulants,Speed,Speed,10 GRAM*** Amphetamine Paste*** Speed Paste 72%,19.00,Germany,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/10-gram-amphetamine-paste-speed-paste-72-1,19.0
Pharmacist,Drugs and Chemicals,Benzos,,Benzos,Etizolam / Etilaam 1mg x 90 pills (Antidepressant),89.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/etizolam-etilaam-1mg-x-90-pills-antidepressant,89.0
SteroidWarehouse,Drugs and Chemicals,Steroids,,Steroids,Deca Durabolin – 250 mg/ml/ 10 ml – BP – exp. 2022,71.60,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/deca-durabolin-250-mgml-10-ml-bp-exp-2022,72.0
neighborjimi,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,15g=232eur / Pharma Grade / HQ / NEEDLESS R-KET,276.85,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/15g232eur-pharma-grade-hq-needless-r-ket,277.0
MedicineMan420,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,3.5G Bovetti *U.S IMPORT*,87.58,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/35g-bovetti-us-import,88.0
drogenmeister,Drugs and Chemicals,Stimulants,Meth,Meth,1-500 GR *Extremely high quality CRYSTAL METH/ ICE,1.19,Germany,Germany,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1-500-gr-extremely-high-quality-crystal-meth-ice,1.0
drogenmeister,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,1-500 gram * Extremely high quality uncut COCAINE,1.19,Netherlands,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1-500-gram-extremely-high-quality-uncut-cocaine-2,1.0
Venture,Drugs and Chemicals,Ecstasy,Pills,Pills,15x 69 xtc pills 250mg,47.73,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/15x-69-xtc-pills-250mg,48.0
DutchFrenchTeam,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,25gr Ketamine Rocks -France To Europe !,369.92,France,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/25gr-ketamine-rocks-france-to-europe,370.0
WeedHunter1312,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,! 5G - 45€ AMNESIA HAZE -HIGH THC-,53.70,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5g-45-amnesia-haze-high-thc,54.0
dankman,Drugs and Chemicals,,,Drugs and Chemicals,((( MDMA COLA 7G = INTRO = OFFER  £48  )))),66.73,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/mdma-cola-7g-intro-offer-48,67.0
inc,Drugs and Chemicals,Stimulants,Meth,Meth,METH 112G - CLEAR OS IMPORT - INC.,"17,518.89",Australia,Australia,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/meth-112g-clear-os-import-inc,17518.0
TheBodyShop,Drugs and Chemicals,Steroids,,Steroids,TESTOSTERONE Cernos gel 5g 28 punches,78.00,,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/testosterone-cernos-gel-5g-28-punches,78.0
Gmail,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,2 Gr 100% Pure Bolivian Cocaine,149.19,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/2-gr-100-pure-bolivian-cocaine,149.0
RoyalMailer,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,14g - Golden Pineapple HQ NDD UK2UK,139.02,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/14g-golden-pineapple-hq-ndd-uk2uk,139.0
AddamsFamily,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,2Gr Mexican Sinaloa Premium (THC +20%)(Import),33.47,France,France,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/2gr-mexican-sinaloa-premium-thc-20import,33.0
drkend,Drugs and Chemicals,Opiates,,Opiates,Buy U48800 Online (100g),"1,700.00",China,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/buy-u48800-online-100g,1700.0
ChemistWarehouse,Drugs and Chemicals,Opiates,Heroin,Heroin,Etazene - 100mg,77.52,Australia,Australia,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/etazene-100mg,78.0
gratefullydead,Drugs and Chemicals,Psychedelics,LSD,LSD,99% Pure Swiss Crystal Crystal LSD-25 X1000,"2,500.00",United States,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/99-pure-swiss-crystal-crystal-lsd-25-x1000,2500.0
ubercocaine,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,(10 gram) AMNESIA HAZE CANNABIS / WEED UK NDD,159.88,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/10-gram-amnesia-haze-cannabis-weed-uk-ndd,160.0
Hofmanncrew,Drugs and Chemicals,Psychedelics,LSD,LSD,[PROMO] EU-WW 15x 200ug THE HOLY FAMILY,26.84,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/promo-eu-ww-15x-200ug-the-holy-family-4,27.0
topmoneymaker,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,5x Medicated Nerds Rope,92.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5x-medicated-nerds-rope,92.0
terrysukstock,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,Fluoxetine Prozac 20mg 28 tab *UK* ESCROW,30.58,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/fluoxetine-prozac-20mg-28-tab-uk-escrow,31.0
drkend,Drugs and Chemicals,,,Drugs and Chemicals,Buy 5fmdp Online (1 kg ),"4,000.00",China,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/buy-5fmdp-online-1-kg,4000.0
gratefullydead,Drugs and Chemicals,Psychedelics,LSD,LSD,99.5% Pure Aztec Crystal LSD-25 X10,45.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/995-pure-aztec-crystal-lsd-25-x10,45.0
RoyalMailer,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,56g - Watermelon HQ NDD UK2UK,625.60,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/56g-watermelon-hq-ndd-uk2uk,626.0
