vendor,category_level_1,category_level_2,category_level_3,highest_category,product,price in $,shipping_from,shipping_to
PitStopUK,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,3.5g Ice Cream Cake AAAA++ - UK,59.28,United Kingdom,United Kingdom
DarkPost,Drugs and Chemicals,,,Drugs and Chemicals,"25 - 12.5""x9.5"" USPS envelopes w/ tracking",5.00,United States,United States
ManKind,Drugs and Chemicals,Psychedelics,Mushrooms,Mushrooms,10 Q-Dance 2C-B Pills Mario 25mg,70.57,United Kingdom,United Kingdom
BelgiumMaster,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,CLEAN COLOMBIAN COCAINE 90% - TRACKANDTRACE,1.21,Belgium,Belgium
PremierLeague,Drugs and Chemicals,Opiates,Oxycodone,Oxycodone,3x Pills OXYCODONE 20MG PHARMA PRODUCT,29.64,United Kingdom,United Kingdom
RoyalMailer,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,28g - Star Killer HQ NDD UK2UK,268.17,United Kingdom,United Kingdom
TheGreenGiant,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,Medisinsk Edible Cannabis Olje - MCT - 5ml,480.31,Norway,Norway
CocoParis,Drugs and Chemicals,Stimulants,Speed,Speed,100G SPEED PASTA HYPER TOP QUALITY SEND -6H  186EU,225.24,France,France
BestBudz,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,HAZE PREMIUM BIO WEED 2gr HAZE - (SELFMADE),33.91,Germany,Germany
WizardryGoodies,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,x5 600mg Distillate Made White/dark Twix Edibles,112.91,United Kingdom,United Kingdom
snowwhite38,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,10GR ★ || COLUMBIA COCAINE A++ ||★ GERMANY-GERMANY,029.32,Germany,Germany
jimswarehouse,Drugs and Chemicals,Ecstasy,MDMA,MDMA,MDMA IMPORT 0.5G,38.54,Australia,Australia
ScotchAndCoca,Drugs and Chemicals,Ecstasy,MDMA,MDMA,1 gram Dutch MDMA (84%),23.01,Netherlands,Worldwide
California420Service,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,OriginS Extracts Diamond 1G GLUE COOKIES,60.00,United States,Worldwide
DutchGlory,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,1 Gr Crystal Ketamine  S + 89%] - Free WW-Shipping,30.27,Netherlands,Worldwide
BwEmpire,Drugs and Chemicals,Benzos,Pills,Pills,Xanax BarS alprazolam-1000x2mg best quality!GG249,150.00,United States,United States
EUROSHOPPER,Drugs and Chemicals,Psychedelics,LSD,LSD,2000x California Sunshine White Fluff LSD 150ug,632.90,Germany,Europe
TheBodyShop,Drugs and Chemicals,Weight Loss,,Weight Loss,+EUROPE RETAIL+ ADIPEX 75 Phentermine 180 tabs,319.00,Netherlands,Worldwide
ukgroup,Drugs and Chemicals,,,Drugs and Chemicals,2g 90% COLOMBIAN UNCUT COCAINE,218.77,United Kingdom,Worldwide
420Quality,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,112g Runtz,000.00,United States,United States
MedicineMan420,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,500mg Mac 1 Shatter Pen *RARE*,77.63,United Kingdom,United Kingdom
OxyPlace2,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,"1 LB/CALI EXOTIC AAAA+ ($2,220) SALE",200.00,United States,United States
BestBudz,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,"3 x 3,5gr BLUE CHEESE PREMIUM CALI WEED SELFMADE",326.96,Germany,Germany
topmoneymaker,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,Starburst (6 Pieces/133MG Per Piece),24.00,United States,United States
Tripwirewiki2,Drugs and Chemicals,Stimulants,Crack,Crack,1.5g Crack Cocaine,176.43,United Kingdom,United Kingdom
LucySkyDiamonds,Drugs and Chemicals,Psychedelics,LSD,LSD,20 Microdosed LSD Tabs LSD tab 10 micro grams,28.00,United Kingdom,Worldwide
PitStopUK,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,28g White Runtz REAL CALI IMPORT - UK,705.71,United Kingdom,United Kingdom
NewAmsterdam,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,100GR - COLUMBIAN COCAINE FISHSCALE - PURE UNCUT,115.39,Netherlands,Europe
StrangeLife,Drugs and Chemicals,Benzos,Pills,Pills,Xanax 1mg Alko - x100 tablets,280.00,United States,United States
SoldGold,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,14g OGKB 28% THC Top Shelf Organic Flower,100.00,United States,United States
packflipper,Drugs and Chemicals,Opiates,Oxycodone,Oxycodone,(25) A215/E8/M30 30MG Oxy Pharmacy Made Pills,465.00,United States,United States
ElizabethQueen2,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,7g Amensia Haze ***ElizabethQueen2***,56.46,United Kingdom,United Kingdom
Hogwartsexpress,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,14G SOUR BANANA SHERBET X LEMON KUSH SHAKE/TRIM,49.40,United Kingdom,Worldwide
AlphaGear,Drugs and Chemicals,Steroids,,Steroids,Dark Alien MASTERON PROPIONATE 100mg 10cc bottle *,59.00,United States,United States
underlinecost,Drugs and Chemicals,Psychedelics,DMT,DMT,0.5g DMT - 4-MeO (freebase),96.34,Australia,Australia
CannaComp,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,Premium Strains 1 G.,12.11,Germany,Germany
Xpiral,Drugs and Chemicals,,,Drugs and Chemicals,25g Super Lemon Haze AAA+++ EXTREME PRICE,211.92,Spain,Worldwide
CanadianSmoker12,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,8oz A+++ MoonRocks,800.00,,North America
NextLevel,Drugs and Chemicals,Opiates,Oxycodone,Oxycodone,3x Oxycodone 20mg (Long Endurance!) From Pharmacy!,35.12,Netherlands,Worldwide
ONEMILLION,Drugs and Chemicals,Stimulants,Speed,Speed,100 GR - Dutch Speed Paste 70% [AAA+],211.92,Germany,Europe
DCUKConnection,Drugs and Chemicals,Psychedelics,DMT,DMT,0.5G DMT Powder,98.80,United Kingdom,United Kingdom
ThreeKings,Drugs and Chemicals,Steroids,,Steroids,Isotretinoin Roaccutane 20mg/30tbs - Royal,24.22,Latvia,Worldwide
kamagra4bitcoin,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,"Cenforce 100 mg x 1000 pills, 100 blisters",302.74,,Europe
PremierLeague,Drugs and Chemicals,Opiates,Oxycodone,Oxycodone,7x Pills OXYCODONE 20MG PHARMA PRODUCT,64.22,United Kingdom,United Kingdom
igogrraawwr,Drugs and Chemicals,,,Drugs and Chemicals,TIP JAR!!!!!!!!,5.00,United States,
DomesticGoddess,Drugs and Chemicals,Psychedelics,DMT,DMT,250mg NN-DMT,26.82,United Kingdom,United Kingdom
AussieMD22,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,Cookies A++ hydro weed high quality 7grams FE,84.78,Australia,Australia
MagicSpore,Drugs and Chemicals,Psychedelics,Mushrooms,Mushrooms,20g Bllue Meanie Micro Dose capsules (50 capsules),150.00,United States,United States
pharmatec,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,Columbian Cocaine A*** - 14 Grams 900 GBP,270.27,United Kingdom,Worldwide
maurelius,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,"2g COCAINE, 93% PURITY 245 £",345.80,United Kingdom,Europe
anabolicsupplies,Drugs and Chemicals,Steroids,,Steroids,Aromasin 50x25mg Blackstar Pharma,38.80,United Kingdom,United Kingdom
StrangeLife,Drugs and Chemicals,Benzos,Pills,Pills,Clonazepam Rivotril - x30 tablets,150.00,United States,United States
California420Service,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,SUNDAY BREATH Calipack 14g AAA Premium Cannabis,125.00,United States,Worldwide
BwEmpire,Drugs and Chemicals,Benzos,Pills,Pills,SALE !!! Xanax Bars B707 alprazolam-100x2mg,129.00,United States,United States
allstarbuds,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,1g - Cookie Dawg - [+1g FREE!],11.29,United Kingdom,United Kingdom
BettyBopped,Drugs and Chemicals,Benzos,Pills,Pills,[3500x for $2100] GG249 Xanax - 2.5mg,100.00,United States,North America
tig3r,Drugs and Chemicals,Stimulants,Speed,Speed,250g HQ pure dry Speed STRONG!(UK-UK),889.19,United Kingdom,United Kingdom
CanadianSmoker12,Drugs and Chemicals,,,Drugs and Chemicals,Australian Passport PSD,10.00,,
superdrugs,Drugs and Chemicals,Stimulants,Speed,Speed,1.7g AMPHETAMINE SPEED,14.11,United Kingdom,Worldwide
DCUKConnection,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,56G Stardawg [New batch!],529.28,United Kingdom,United Kingdom
Coffeshop,Drugs and Chemicals,Stimulants,Speed,Speed,CHERRY SPEED 74% HQ  100 GRAM,121.10,Germany,Worldwide
drkend,Drugs and Chemicals,Benzos,,Benzos,Buy Bromazolam Online (250g),000.00,China,Worldwide
MixedArbilyDE,Drugs and Chemicals,Opiates,,Opiates,10x 200/16mg Tilidin (Worldwide Delivery),42.38,Germany,Worldwide
Island_Paradise,Drugs and Chemicals,Stimulants,Meth,Meth,[500 GRAMS] ★ CRYSTAL METH HQ ICE SHARDS ★,898.71,Germany,Worldwide
sweetleafau,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,1g Ketamine,169.57,Australia,Australia
Apidae,Drugs and Chemicals,Psychedelics,LSD,LSD,100x 100ug LSD-25 Blotters,460.91,Australia,Australia
dankservices,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,Half Gram of High End Dispensary Grade Live Resin,39.99,United States,Worldwide
tig3r,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,14g Zkittles (UK-UK) non-tracked,169.37,United Kingdom,United Kingdom
bulkbars,Drugs and Chemicals,Benzos,,Benzos,XANAX X500 BARS 2MG B707 USA-USA,350.00,United States,United States
tig3r,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,"14g Wedding Cake, Extreme potent (UK-UK)non-tracke",200.42,United Kingdom,United Kingdom
ElizabethQueen2,Drugs and Chemicals,Stimulants,Speed,Speed,56g Fire Speed***ElizabethQueen2 ** Super High Qua,141.14,United Kingdom,United Kingdom
NExpress,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,KOKAIN | 10 gram.,320.86,Norway,Norway
inc,Drugs and Chemicals,Stimulants,Speed,Speed,BASE 28G - NETHERLANDS C-STAMP GREY/BROWN - INC.,464.43,Australia,Australia
HotShop,Drugs and Chemicals,,,Drugs and Chemicals,Home made Cyanide and Ricin - Complete Book,2.50,,
realbillybobshouse,Drugs and Chemicals,,,Drugs and Chemicals,5 Star 1g Cocaine ( 85) NDD,119.97,United Kingdom,Worldwide
ckakokingz,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,50g Colombia Cocaine95% COCAINE AAA+++,400.00,United States,Worldwide
AlwaysOverweight,Drugs and Chemicals,Ecstasy,MDMA,MDMA,5g MDMA | NL Champagne Enhanced Sensations ★94%★,123.37,Canada,Canada
cokespecialist,Drugs and Chemicals,Ecstasy,MDMA,MDMA,14G **MDMA COKESPECIALIST** 92% DUTCH CLASSIC,237.12,United Kingdom,Worldwide
mowglinl,Drugs and Chemicals,Opiates,Heroin,Heroin,1 gr high quality peruvian cocaine,54.49,Netherlands,Worldwide
hollandgottalent,Drugs and Chemicals,Stimulants,Speed,Speed,500 GRAM SPEED AMPHETAMINE PASTE 76%,514.66,Germany,Worldwide
OxyPlace2,Drugs and Chemicals,Opiates,Oxycodone,Oxycodone,30 mg Oxy Pills|250Pills($2500)Same Week Delivery,500.00,United States,United States
AlphaGear,Drugs and Chemicals,Steroids,,Steroids,DARK ALIEN EQ - Equipoise 10ml @ 200mg /ml  * GET,59.00,United States,United States
sadat,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,1 x 1ml THC- VAPE OIL SYRINGE (whit terps.)EU 2 EU,38.75,Spain,Europe
Eagleboys77,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,Big bang! Organic,21.61,Norway,Norway
PlanetHollywood,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,3.5G COCAINE DISCO SHIT BATCH,210.00,United States,United States
FerryBoumanNL,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,metformin glucophage 850mg x 60 tabs siofor,43.11,Bosnia and Herzegovina,Worldwide
STIMZ,Drugs and Chemicals,Stimulants,Speed,Speed,STIMZ AMPHETAMINE POWDER 28G,157.51,United Kingdom,United Kingdom
Only4U,Drugs and Chemicals,Opiates,Heroin,Heroin,10g Pures Heroin 100% Uncut  HQ,484.39,Germany,Germany
Pygmalion,Drugs and Chemicals,Psychedelics,LSD,LSD,5x 70ug LSD Tab from Germany to World,36.33,Germany,Worldwide
LittleBits,Drugs and Chemicals,Psychedelics,Mushrooms,Mushrooms,Be Positives 5g (powdered),49.40,United Kingdom,United Kingdom
theworldisyours6,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,"500g Channel Plus 29,5 % THC",358.27,Spain,Worldwide
JanesAddiction,Drugs and Chemicals,Stimulants,Meth,Meth,28g Methamphetamine - Uncut Pure Crystal Ice Meth,600.00,United States,United States
soppshop,Drugs and Chemicals,Psychedelics,Mushrooms,Mushrooms,"Psilocybe Cubensis - ""Treasure Coast""",19.21,Norway,Norway
doctor_upper,Drugs and Chemicals,Stimulants,Speed,Speed,Dextroamphethamine nasal spray 1gr/20 ml 2 Bottles,139.26,Netherlands,Worldwide
California420Service,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,QUARANTINE CANNABIS INFUSED MINI COOKIES 1000mg,80.00,United States,Worldwide
DopeMastersNL,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,Colombian Cocaine Shipped From SWEISS 10 G,847.68,Switzerland,Worldwide
strongmedicine,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,Roadrunner - Quarter Pound (QP),375.00,United States,United States
GermanMasters,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,5GR || HQ KETAMINE S-ISOMER NEEDLE,84.77,Germany,Europe
PianoKeyz,Drugs and Chemicals,Cannabis & Hash,Synthetic,Synthetic,ADBB Cannabinoid 50g,550.00,United States,United States
TheOnlyPlugYouNeed,Drugs and Chemicals,Ecstasy,,Ecstasy,120mg extacy 100pc (Pornhub stamp),452.36,Canada,Canada
SteroidWarehouse,Drugs and Chemicals,Steroids,,Steroids,Boldenone – 10×250 mg/1 ml – BM – exp. 2023,66.60,Netherlands,Worldwide
snowwhite38,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,5GR ★ || COLUMBIA COCAINE A++ ||★ GERMANY-GERMANY,544.94,Germany,Germany
drkend,Drugs and Chemicals,,,Drugs and Chemicals,Buy Gamma Oryzanol Powder Online (1 kg),000.00,China,Worldwide
MEDS4UK,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,UK Pharma Modafinil 200mg 30 tabs (1 box),52.22,United Kingdom,Europe
pharmatec,Drugs and Chemicals,Benzos,Pills,Pills,Activas Valium 10MG (Blisters) - 98 Tabs - 100GBP,141.14,United Kingdom,Worldwide
NarcoticsWorldwide,Drugs and Chemicals,Ecstasy,Pills,Pills,250x || BLUE TESLA || 280MG MDMA XTC,454.11,Germany,Worldwide
LaFarmacia,Drugs and Chemicals,Stimulants,Meth,Meth,7g crystal diamond meth methamphetamine,150.00,United States,United States
pluguk,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,14g JAMAICAN RASTA WEED ) INTRO OFFER 40,56.46,United Kingdom,Worldwide
HilfigerOriginal,Drugs and Chemicals,Stimulants,Adderal,Adderal,[USA-USA] 10mg Ritalin Methylphenidite 25 PILLS,250.00,United States,United States
vessel,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,4G - PRESSED HASH AAA+ QUALITY,45.00,United States,United States
California420Service,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,Flav WATERMELON Sour Gummy Belts 100mg,50.00,United States,Worldwide
actioneu,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,2gr Bolivian Cocaine - 91% PURE BEST COCAINE,157.43,Netherlands,Worldwide
KingofDrugs,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,Amnesia Top Quality 3.5 grams,40.93,United Kingdom,United Kingdom
El-Chapo,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,0.5g Of BISCOTTI - *L.A CALI IMPORT* - UK NDD,21.16,United Kingdom,United Kingdom
SteroidWarehouse,Drugs and Chemicals,Steroids,,Steroids,Cialis – 20 tb/20 mg – Balkan - expires 03/2022,96.88,Netherlands,Worldwide
bestgroup,Drugs and Chemicals,Steroids,,Steroids,TESTOSTERON SUBLINGUAL DROPS 40 MG/ML MONSTELAB,55.00,,Worldwide
DailyPaper,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,2 Gr - Pure Colombian Cocaine 90% [UNCUT],133.21,Netherlands,Worldwide
icemasters,Drugs and Chemicals,Opiates,Heroin,Heroin,25 gr Pure Iranian #3 Heroin uncut,005.10,Germany,Europe
exclusivepharma,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,Ksalol 1mg Alprazolam Xanax by Galeneika 30 TABS,39.52,United Kingdom,Worldwide
ChuckNorrisTeam,Drugs and Chemicals,Cannabis & Hash,Shake,Shake,28G Yuummy Shake Good Quality,84.68,United Kingdom,Worldwide
vessel,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,112G - 1/4LB PRESSED HASH AAA+ QUALITY,090.00,United States,United States
GreyGooseGlobal,Drugs and Chemicals,Stimulants,Meth,Meth,2GR II CRYSTAL METH ICE SHARDS,60.55,Germany,Europe
MrGrumpy,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,50 x Mr Hornys Yellow Love Eggs 20mg Cialis,31.05,United Kingdom,United Kingdom
BritishStandard,Drugs and Chemicals,Opiates,Oxycodone,Oxycodone,50x m30 oxycodone mallinckrodt pharmaceuticals,141.14,United Kingdom,Worldwide
DopeMastersNL,Drugs and Chemicals,Psychedelics,LSD,LSD,LSD Blotters 220 MG 100 Blotters 490Euro sweiss,593.37,Switzerland,Worldwide
alex19920512,Drugs and Chemicals,Stimulants,Adderal,Adderal,20 x Adderall 30mg.,135.00,,Worldwide
HappyChef,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,50g classic Bubble Hash/hashish,420.00,United States,United States
RoyalMailer,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,Sample 0.4g COOKIES CALI IMPORT AAA++ - UK,1.41,United Kingdom,United Kingdom
ROCKO,Drugs and Chemicals,Accessories,,Accessories,How To Get Free Lenovo Laptops (No Carding) 2021,3.99,,
BritishStandard,Drugs and Chemicals,Benzos,Pills,Pills,1000x 3mg S903 xanax Dava Pharma JULY SALE,282.28,United Kingdom,Worldwide
amsterdamxpress,Drugs and Chemicals,,,Drugs and Chemicals,Ketamine S- Isomer Indian *25 Gram*,454.11,Germany,Worldwide
HappyChef,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,T H C sugar 20 pack of 3 grams,90.00,United States,United States
Daddyissues,Drugs and Chemicals,Stimulants,Meth,Meth,8 OZ CRYSTAL METH SHARDS!- $2000!!,000.00,United States,United States
MrGrumpy,Drugs and Chemicals,Benzos,Pills,Pills,Little Blue 10mg Valium x 25,17.64,United Kingdom,United Kingdom
premierpharma,Drugs and Chemicals,Benzos,,Benzos,bensedin diazepam 10mg x 30 tablets,36.70,United Kingdom,United Kingdom
Chemicalexpress,Drugs and Chemicals,,,Drugs and Chemicals,100x Hoffman LSD - 260UG LSD BLOTTERS,272.47,Netherlands,Worldwide
TopShellNL,Drugs and Chemicals,Ecstasy,MDMA,MDMA,10g Dutch MDMA 84% (FREE WW SHIP),96.88,Netherlands,Worldwide
SpaceInvaders,Drugs and Chemicals,Psychedelics,,Psychedelics,2CB  100TABS,302.74,Netherlands,Worldwide
bighorndodge,Drugs and Chemicals,,,Drugs and Chemicals,56 Grams Pure Cocaine Right Off The Brick,200.00,,United States
localpharm,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,US to US 20 pills x Levitra 20mg Vardenafil - 19$,19.00,United States,United States
ElizabethQueen2,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,250g Dust Shake *** ElizabethQueen2** Fire Quality,423.42,United Kingdom,United Kingdom
amsterdamxpress,Drugs and Chemicals,,,Drugs and Chemicals,Ketamine S- Isomer Indian *5 Gram*,107.78,Germany,Worldwide
WeedPhantom,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,10g+++White Widow+++,121.10,Germany,Europe
DopeMastersNL,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,Bolivian Cocaine Shipped From Sweiss 0.5 G,60.55,Switzerland,Worldwide
saintpablooooo,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,##BLUE CHEESE STRAIN## 28g,245.87,Australia,Australia
SpaceInvaders,Drugs and Chemicals,,,Drugs and Chemicals,KETAMINE 500GRAMS,265.80,Netherlands,Worldwide
LuckyBandits,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,50 Gram mixx off Amnesia Haze,301.53,Germany,Worldwide
DiscountWeedCo,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,1 OUNCE WHITE RUNTZ BUD!!!,165.99,United States,United States
drkend,Drugs and Chemicals,,,Drugs and Chemicals,Buy Ketamine HCL Crystal Powder Online (5 kg ),000.00,China,Worldwide
LockerFlockig,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,[1G] PURES KOKAIN / COCAINE 89-91% REINHEIT,102.93,Germany,Germany
MrM420,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,7g HOG DAWG V2 12/10,98.80,United Kingdom,Worldwide
shorestore,Drugs and Chemicals,Opiates,Heroin,Heroin,"12,5_GR UNCUT 100% PURE HEROIN / PERFECT  RESALE",575.21,Germany,Worldwide
RoyalMailer,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,5x Pineapple Crunch THC Vape Juice 10ml - UK,211.71,United Kingdom,Worldwide
topshopuk,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,3.5g UNCUT BOLIVIAN COCAINE,331.68,United Kingdom,United Kingdom
Island_Paradise,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,[1 KILOGRAM] ★ SUPER SILVER HAZE A++ ★,843.87,Germany,Worldwide
sikdream,Drugs and Chemicals,Psychedelics,Mushrooms,Mushrooms,Psilocybe Cubenses: Koh Samui Super Strain - 28g,180.00,United States,United States
JessyBakery,Drugs and Chemicals,Psychedelics,LSD,LSD,* 500 LSD Tabs/Blotters 220 UGL * FREE SHIPPING WO,210.97,Netherlands,Worldwide
El-Chapo,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,3.5g - EL-CHAPO'S SOCIAL COCAINE - FREE DELIVERY,282.28,United Kingdom,United Kingdom
DrugzDealerNRW,Drugs and Chemicals,Opiates,Heroin,Heroin,4g HQ Uncut Heroin 84% (Lab. Tested),184.07,Germany,Germany
auspride,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,Cenforce 100mg Sildenafil Citrate,22.35,Australia,Australia
CafeNero,Drugs and Chemicals,Psychedelics,LSD,LSD,25X TABS LSD BLOTTER 125ug CAD-CAD,220.00,,United States
DutchPharmacy,Drugs and Chemicals,Stimulants,Speed,Speed,25 GRAM 94% PURE  SPEED AMPHETAMINE PASTA,90.82,Germany,Worldwide
Hogwartsexpress,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,14G MAC 1 WEED CALI IMPORT AAAA 🇺🇸🇺🇸,338.74,United Kingdom,Worldwide
LucySkyDiamonds,Drugs and Chemicals,Psychedelics,LSD,LSD,250 mickey LSD tab 260 micro grams,375.00,United Kingdom,Worldwide
THEPOSTMAN,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,PURE KETAMINE SUGAR GRANULES GRAIN 3.5G FREE UK,70.57,United Kingdom,Europe
El-Chapo,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,1.5g Of Pure Albanian Cocaine AAA++ FREE NDD - UK,218.77,United Kingdom,United Kingdom
